Metric,Multipath-NADA,Aggregated-NADA,Improvement (%),Scenario
Throughput (Mbps),54.37376384727273,29.553548754999998,83.983873808297,High-Speed Asymmetric - Frame Aware
Delay (seconds),0.032002094999999994,0.0321106175,0.3379645377420925,High-Speed Asymmetric - Frame Aware
Loss (%),0.0,0.0,,High-Speed Asymmetric - Frame Aware
Jitter (seconds),4.0630525672426747e-07,2.17946236489e-06,81.35754655507557,High-Speed Asymmetric - Frame Aware
Estimated MOS (1-5),4.871960155789017,4.8713887717213975,0.011729387540084452,High-Speed Asymmetric - Frame Aware
Throughput Stability (stddev),80.53937405576345,35.4299624218904,-127.31995336806283,High-Speed Asymmetric - Frame Aware
Path Utilization Ratio (%),1.8879779113636364,,,High-Speed Asymmetric - Frame Aware
Delivery Efficiency (%),0.0,0.0,,High-Speed Asymmetric - Frame Aware
Buffer Length (ms),0.0,815.325,-100.0,High-Speed Asymmetric - Frame Aware
Buffer Underruns,1.0,12.0,91.66666666666666,High-Speed Asymmetric - Frame Aware
Throughput (Mbps),54.37376384727273,29.553548754999998,83.983873808297,High-Speed Asymmetric - Buffer_Aware
Delay (seconds),0.0320020925,0.0321106175,0.3379723233288746,High-Speed Asymmetric - Buffer_Aware
Loss (%),0.0,0.0,,High-Speed Asymmetric - Buffer_Aware
Jitter (seconds),4.153465067242675e-07,2.17946236489e-06,80.94270800839314,High-Speed Asymmetric - Buffer_Aware
Estimated MOS (1-5),4.871959465636048,4.8713887717213975,0.011715220061344952,High-Speed Asymmetric - Buffer_Aware
Throughput Stability (stddev),80.53937405576345,35.4299624218904,-127.31995336806283,High-Speed Asymmetric - Buffer_Aware
Path Utilization Ratio (%),1.8879779113636364,,,High-Speed Asymmetric - Buffer_Aware
Delivery Efficiency (%),0.0,0.0,,High-Speed Asymmetric - Buffer_Aware
Buffer Length (ms),0.0,815.325,-100.0,High-Speed Asymmetric - Buffer_Aware
Buffer Underruns,1.0,12.0,91.66666666666666,High-Speed Asymmetric - Buffer_Aware
Throughput (Mbps),104.187736,52.880973440000005,97.02310532958296,Enterprise Multi-Gigabit - Dynamic RTT Weights
Delay (seconds),0.015601142500000002,0.0156610275,0.3823823181461057,Enterprise Multi-Gigabit - Dynamic RTT Weights
Loss (%),0.0,0.0,,Enterprise Multi-Gigabit - Dynamic RTT Weights
Jitter (seconds),2.566402515615e-07,1.153559875175e-06,77.752325034488,Enterprise Multi-Gigabit - Dynamic RTT Weights
Estimated MOS (1-5),4.937575219090366,4.93726505048462,0.006282194749006217,Enterprise Multi-Gigabit - Dynamic RTT Weights
Throughput Stability (stddev),140.89334641150305,58.49180179669646,-140.87708376844793,Enterprise Multi-Gigabit - Dynamic RTT Weights
Path Utilization Ratio (%),1.9294025185185186,,,Enterprise Multi-Gigabit - Dynamic RTT Weights
Delivery Efficiency (%),0.0,0.0,,Enterprise Multi-Gigabit - Dynamic RTT Weights
Buffer Length (ms),5710.92,1109.7,414.63638821303056,Enterprise Multi-Gigabit - Dynamic RTT Weights
Buffer Underruns,0.0,6.0,100.0,Enterprise Multi-Gigabit - Dynamic RTT Weights
Throughput (Mbps),127.34056622222222,52.880973440000005,140.80601762504583,Enterprise Multi-Gigabit - Weighted Best Path
Delay (seconds),0.015790426315789474,0.0156610275,-0.8262472930941057,Enterprise Multi-Gigabit - Weighted Best Path
Loss (%),0.0,0.0,,Enterprise Multi-Gigabit - Weighted Best Path
Jitter (seconds),2.574496069068421e-07,1.153559875175e-06,77.68216349690682,Enterprise Multi-Gigabit - Weighted Best Path
Estimated MOS (1-5),4.9368180239874135,4.93726505048462,-0.009054132047511548,Enterprise Multi-Gigabit - Weighted Best Path
Throughput Stability (stddev),145.99440630622004,58.49180179669646,-149.59806643273149,Enterprise Multi-Gigabit - Weighted Best Path
Path Utilization Ratio (%),2.358158633744856,,,Enterprise Multi-Gigabit - Weighted Best Path
Delivery Efficiency (%),0.0,0.0,,Enterprise Multi-Gigabit - Weighted Best Path
Buffer Length (ms),5710.92,1109.7,414.63638821303056,Enterprise Multi-Gigabit - Weighted Best Path
Buffer Underruns,0.0,6.0,100.0,Enterprise Multi-Gigabit - Weighted Best Path
Throughput (Mbps),103.67307067563637,52.880973440000005,96.04985296510525,Enterprise Multi-Gigabit - Round Robin
Delay (seconds),0.0156011325,0.0156610275,0.3824461709169515,Enterprise Multi-Gigabit - Round Robin
Loss (%),0.0,0.0,,Enterprise Multi-Gigabit - Round Robin
Jitter (seconds),2.319170015615e-07,1.153559875175e-06,79.89553844993809,Enterprise Multi-Gigabit - Round Robin
Estimated MOS (1-5),4.937577206093305,4.93726505048462,0.006322439761553791,Enterprise Multi-Gigabit - Round Robin
Throughput Stability (stddev),141.26896911370798,58.49180179669646,-141.51926385295022,Enterprise Multi-Gigabit - Round Robin
Path Utilization Ratio (%),1.9198716791784514,,,Enterprise Multi-Gigabit - Round Robin
Delivery Efficiency (%),0.0,0.0,,Enterprise Multi-Gigabit - Round Robin
Buffer Length (ms),0.0,1109.7,-100.0,Enterprise Multi-Gigabit - Round Robin
Buffer Underruns,1.0,6.0,83.33333333333334,Enterprise Multi-Gigabit - Round Robin
Throughput (Mbps),103.67307067563637,52.880973440000005,96.04985296510525,Enterprise Multi-Gigabit - Frame Aware
Delay (seconds),0.0156011325,0.0156610275,0.3824461709169515,Enterprise Multi-Gigabit - Frame Aware
Loss (%),0.0,0.0,,Enterprise Multi-Gigabit - Frame Aware
Jitter (seconds),2.319170015615e-07,1.153559875175e-06,79.89553844993809,Enterprise Multi-Gigabit - Frame Aware
Estimated MOS (1-5),4.937577206093305,4.93726505048462,0.006322439761553791,Enterprise Multi-Gigabit - Frame Aware
Throughput Stability (stddev),141.26896911370798,58.49180179669646,-141.51926385295022,Enterprise Multi-Gigabit - Frame Aware
Path Utilization Ratio (%),1.9198716791784514,,,Enterprise Multi-Gigabit - Frame Aware
Delivery Efficiency (%),0.0,0.0,,Enterprise Multi-Gigabit - Frame Aware
Buffer Length (ms),0.0,1109.7,-100.0,Enterprise Multi-Gigabit - Frame Aware
Buffer Underruns,1.0,6.0,83.33333333333334,Enterprise Multi-Gigabit - Frame Aware
Throughput (Mbps),103.67307067554545,52.880973440000005,96.04985296493331,Enterprise Multi-Gigabit - Buffer_Aware
Delay (seconds),0.0156011325,0.0156610275,0.3824461709169515,Enterprise Multi-Gigabit - Buffer_Aware
Loss (%),0.0,0.0,,Enterprise Multi-Gigabit - Buffer_Aware
Jitter (seconds),2.319170015615e-07,1.153559875175e-06,79.89553844993809,Enterprise Multi-Gigabit - Buffer_Aware
Estimated MOS (1-5),4.937577206093305,4.93726505048462,0.006322439761553791,Enterprise Multi-Gigabit - Buffer_Aware
Throughput Stability (stddev),141.26896911382775,58.49180179669646,-141.51926385315497,Enterprise Multi-Gigabit - Buffer_Aware
Path Utilization Ratio (%),1.9198716791767676,,,Enterprise Multi-Gigabit - Buffer_Aware
Delivery Efficiency (%),0.0,0.0,,Enterprise Multi-Gigabit - Buffer_Aware
Buffer Length (ms),0.0,1109.7,-100.0,Enterprise Multi-Gigabit - Buffer_Aware
Buffer Underruns,1.0,6.0,83.33333333333334,Enterprise Multi-Gigabit - Buffer_Aware
Throughput (Mbps),508.3923056363636,268.26771258611114,89.509315428026,Data Center Network - Dynamic RTT Weights
Delay (seconds),0.003778576666666667,0.0038090480555555556,0.7999738634025836,Data Center Network - Dynamic RTT Weights
Loss (%),0.0,0.0,,Data Center Network - Dynamic RTT Weights
Jitter (seconds),3.2442786935379724e-07,1.0571471358222223e-06,69.31100143392382,Data Center Network - Dynamic RTT Weights
Estimated MOS (1-5),4.984859837173831,4.984679558144851,0.0036166623526520713,Data Center Network - Dynamic RTT Weights
Throughput Stability (stddev),784.4403302893832,350.94200977684636,-123.52420298390197,Data Center Network - Dynamic RTT Weights
Path Utilization Ratio (%),4.707336163299662,,,Data Center Network - Dynamic RTT Weights
Delivery Efficiency (%),0.0,0.0,,Data Center Network - Dynamic RTT Weights
Buffer Length (ms),4920.73,1234.68,298.542942300839,Data Center Network - Dynamic RTT Weights
Buffer Underruns,0.0,5.0,100.0,Data Center Network - Dynamic RTT Weights
Throughput (Mbps),621.3683724444444,268.26771258611114,131.62249622007405,Data Center Network - Weighted Best Path
Delay (seconds),0.0038830485294117645,0.0038090480555555556,-1.9427550605006954,Data Center Network - Weighted Best Path
Loss (%),0.0,0.0,,Data Center Network - Weighted Best Path
Jitter (seconds),3.275995675510794e-07,1.0571471358222223e-06,69.01097714309364,Data Center Network - Weighted Best Path
Estimated MOS (1-5),4.98444169968375,4.984679558144851,-0.004771790409516649,Data Center Network - Weighted Best Path
Throughput Stability (stddev),825.766895041931,350.94200977684636,-135.30009860233366,Data Center Network - Weighted Best Path
Path Utilization Ratio (%),5.753410855967077,,,Data Center Network - Weighted Best Path
Delivery Efficiency (%),0.0,0.0,,Data Center Network - Weighted Best Path
Buffer Length (ms),4920.73,1234.68,298.542942300839,Data Center Network - Weighted Best Path
Buffer Underruns,0.0,5.0,100.0,Data Center Network - Weighted Best Path
Throughput (Mbps),507.88783359999996,268.26771258611114,89.32126743987995,Data Center Network - Round Robin
Delay (seconds),0.0037785591666666665,0.0038090480555555556,0.8004332957789961,Data Center Network - Round Robin
Loss (%),0.0,0.0,,Data Center Network - Round Robin
Jitter (seconds),2.980425003330556e-07,1.0571471358222223e-06,71.8069046177526,Data Center Network - Round Robin
Estimated MOS (1-5),4.984862010027005,4.984679558144851,0.0036602529816681627,Data Center Network - Round Robin
Throughput Stability (stddev),784.7664385058675,350.94200977684636,-123.61712666000781,Data Center Network - Round Robin
Path Utilization Ratio (%),4.702665125925925,,,Data Center Network - Round Robin
Delivery Efficiency (%),0.0,0.0,,Data Center Network - Round Robin
Buffer Length (ms),0.0,1234.68,-100.0,Data Center Network - Round Robin
Buffer Underruns,1.0,5.0,80.0,Data Center Network - Round Robin
Throughput (Mbps),507.88783359999996,268.26771258611114,89.32126743987995,Data Center Network - Frame Aware
Delay (seconds),0.0037785575,0.0038090480555555556,0.8004770512434152,Data Center Network - Frame Aware
Loss (%),0.0,0.0,,Data Center Network - Frame Aware
Jitter (seconds),2.9845297255527775e-07,1.0571471358222223e-06,71.76807632145277,Data Center Network - Frame Aware
Estimated MOS (1-5),4.984861983979933,4.984679558144851,0.0036597304391104927,Data Center Network - Frame Aware
Throughput Stability (stddev),784.7664385059762,350.94200977684636,-123.61712666003879,Data Center Network - Frame Aware
Path Utilization Ratio (%),4.702665125925925,,,Data Center Network - Frame Aware
Delivery Efficiency (%),0.0,0.0,,Data Center Network - Frame Aware
Buffer Length (ms),0.0,1234.68,-100.0,Data Center Network - Frame Aware
Buffer Underruns,1.0,5.0,80.0,Data Center Network - Frame Aware
Throughput (Mbps),507.88783359999996,268.26771258611114,89.32126743987995,Data Center Network - Buffer_Aware
Delay (seconds),0.0037785586111111114,0.0038090480555555556,0.8004478809337912,Data Center Network - Buffer_Aware
Loss (%),0.0,0.0,,Data Center Network - Buffer_Aware
Jitter (seconds),2.970772225552778e-07,1.0571471358222223e-06,71.89821430824588,Data Center Network - Buffer_Aware
Estimated MOS (1-5),4.9848620891796465,4.984679558144851,0.003661840900025822,Data Center Network - Buffer_Aware
Throughput Stability (stddev),784.7664385059159,350.94200977684636,-123.61712666002158,Data Center Network - Buffer_Aware
Path Utilization Ratio (%),4.702665125925925,,,Data Center Network - Buffer_Aware
Delivery Efficiency (%),0.0,0.0,,Data Center Network - Buffer_Aware
Buffer Length (ms),0.0,1234.68,-100.0,Data Center Network - Buffer_Aware
Buffer Underruns,1.0,5.0,80.0,Data Center Network - Buffer_Aware
Throughput (Mbps),19.99582649090909,7.6528219825,161.28696756091162,Satellite + Terrestrial Hybrid - Dynamic RTT Weights
Delay (seconds),0.7272823681818181,0.7275881090909091,0.04202115252721467,Satellite + Terrestrial Hybrid - Dynamic RTT Weights
Loss (%),4.346714493181818,1.8334378,-137.08000855997503,Satellite + Terrestrial Hybrid - Dynamic RTT Weights
Jitter (seconds),8.874903996851137e-07,8.022724351495455e-06,88.93779268984004,Satellite + Terrestrial Hybrid - Dynamic RTT Weights
Estimated MOS (1-5),1.8537702361919115,1.9895987010100438,-6.826927698996653,Satellite + Terrestrial Hybrid - Dynamic RTT Weights
Throughput Stability (stddev),40.498763804073455,15.110186537786602,-168.0229241564735,Satellite + Terrestrial Hybrid - Dynamic RTT Weights
Path Utilization Ratio (%),1.5869703564213564,,,Satellite + Terrestrial Hybrid - Dynamic RTT Weights
Delivery Efficiency (%),0.0,0.0,,Satellite + Terrestrial Hybrid - Dynamic RTT Weights
Buffer Length (ms),334.525,471.988,-29.124257396374485,Satellite + Terrestrial Hybrid - Dynamic RTT Weights
Buffer Underruns,7.0,15.0,53.333333333333336,Satellite + Terrestrial Hybrid - Dynamic RTT Weights
Throughput (Mbps),24.439343377777774,7.6528219825,219.35073667810582,Satellite + Terrestrial Hybrid - Weighted Best Path
Delay (seconds),0.7600092476190476,0.7275881090909091,-4.4559742144009755,Satellite + Terrestrial Hybrid - Weighted Best Path
Loss (%),4.553700897619048,1.8334378,-148.36953277711672,Satellite + Terrestrial Hybrid - Weighted Best Path
Jitter (seconds),8.816063710986904e-07,8.022724351495455e-06,89.01113471592282,Satellite + Terrestrial Hybrid - Weighted Best Path
Estimated MOS (1-5),1.741380716266576,1.9895987010100438,-12.475781403428588,Satellite + Terrestrial Hybrid - Weighted Best Path
Throughput Stability (stddev),43.54390699486295,15.110186537786602,-188.17584009284792,Satellite + Terrestrial Hybrid - Weighted Best Path
Path Utilization Ratio (%),1.9396304268077598,,,Satellite + Terrestrial Hybrid - Weighted Best Path
Delivery Efficiency (%),0.0,0.0,,Satellite + Terrestrial Hybrid - Weighted Best Path
Buffer Length (ms),334.525,471.988,-29.124257396374485,Satellite + Terrestrial Hybrid - Weighted Best Path
Buffer Underruns,7.0,15.0,53.333333333333336,Satellite + Terrestrial Hybrid - Weighted Best Path
Throughput (Mbps),24.23930931511111,7.6528219825,216.73687654750188,Satellite + Terrestrial Hybrid - Round Robin
Delay (seconds),0.7272823136363636,0.7275881090909091,0.042028649276241344,Satellite + Terrestrial Hybrid - Round Robin
Loss (%),4.346714493181818,1.8334378,-137.08000855997503,Satellite + Terrestrial Hybrid - Round Robin
Jitter (seconds),7.806458542305682e-07,8.022724351495455e-06,90.26956654586975,Satellite + Terrestrial Hybrid - Round Robin
Estimated MOS (1-5),1.8537722313985996,1.9895987010100438,-6.826827417131416,Satellite + Terrestrial Hybrid - Round Robin
Throughput Stability (stddev),43.6536971983364,15.110186537786602,-188.9024373668054,Satellite + Terrestrial Hybrid - Round Robin
Path Utilization Ratio (%),1.9237547075485009,,,Satellite + Terrestrial Hybrid - Round Robin
Delivery Efficiency (%),0.0,0.0,,Satellite + Terrestrial Hybrid - Round Robin
Buffer Length (ms),0.0,471.988,-100.0,Satellite + Terrestrial Hybrid - Round Robin
Buffer Underruns,1.0,15.0,93.33333333333333,Satellite + Terrestrial Hybrid - Round Robin
Throughput (Mbps),21.8153897173,7.6528219825,185.0633369910614,Satellite + Terrestrial Hybrid - Frame Aware
Delay (seconds),0.7272823136363636,0.7275881090909091,0.042028649276241344,Satellite + Terrestrial Hybrid - Frame Aware
Loss (%),4.346714493181818,1.8334378,-137.08000855997503,Satellite + Terrestrial Hybrid - Frame Aware
Jitter (seconds),7.806458542305682e-07,8.022724351495455e-06,90.26956654586975,Satellite + Terrestrial Hybrid - Frame Aware
Estimated MOS (1-5),1.8537722313985996,1.9895987010100438,-6.826827417131416,Satellite + Terrestrial Hybrid - Frame Aware
Throughput Stability (stddev),42.04710723860425,15.110186537786602,-178.26994149579485,Satellite + Terrestrial Hybrid - Frame Aware
Path Utilization Ratio (%),1.7313801362936507,,,Satellite + Terrestrial Hybrid - Frame Aware
Delivery Efficiency (%),0.0,0.0,,Satellite + Terrestrial Hybrid - Frame Aware
Buffer Length (ms),0.0,471.988,-100.0,Satellite + Terrestrial Hybrid - Frame Aware
Buffer Underruns,1.0,15.0,93.33333333333333,Satellite + Terrestrial Hybrid - Frame Aware
Throughput (Mbps),24.23930931511111,7.6528219825,216.73687654750188,Satellite + Terrestrial Hybrid - Buffer_Aware
Delay (seconds),0.7272823136363636,0.7275881090909091,0.042028649276241344,Satellite + Terrestrial Hybrid - Buffer_Aware
Loss (%),4.346714493181818,1.8334378,-137.08000855997503,Satellite + Terrestrial Hybrid - Buffer_Aware
Jitter (seconds),7.806458542305682e-07,8.022724351495455e-06,90.26956654586975,Satellite + Terrestrial Hybrid - Buffer_Aware
Estimated MOS (1-5),1.8537722313985996,1.9895987010100438,-6.826827417131416,Satellite + Terrestrial Hybrid - Buffer_Aware
Throughput Stability (stddev),43.6536971983364,15.110186537786602,-188.9024373668054,Satellite + Terrestrial Hybrid - Buffer_Aware
Path Utilization Ratio (%),1.9237547075485009,,,Satellite + Terrestrial Hybrid - Buffer_Aware
Delivery Efficiency (%),0.0,0.0,,Satellite + Terrestrial Hybrid - Buffer_Aware
Buffer Length (ms),0.0,471.988,-100.0,Satellite + Terrestrial Hybrid - Buffer_Aware
Buffer Underruns,1.0,15.0,93.33333333333333,Satellite + Terrestrial Hybrid - Buffer_Aware
Throughput (Mbps),276.12202718181817,171.6714081875,60.84334024931917,Ultra-High Speed Research Network - Dynamic RTT Weights
Delay (seconds),0.0057508846875,0.0057676928125,0.29141851943939734,Ultra-High Speed Research Network - Dynamic RTT Weights
Loss (%),0.0,0.0,,Ultra-High Speed Research Network - Dynamic RTT Weights
Jitter (seconds),4.736915645743562e-07,2.7559900010625e-06,82.81229016100433,Ultra-High Speed Research Network - Dynamic RTT Weights
Estimated MOS (1-5),4.97695878385648,4.9767100212062125,0.004998536165607575,Ultra-High Speed Research Network - Dynamic RTT Weights
Throughput Stability (stddev),389.2896057279008,211.22780934686918,-84.29846284521476,Ultra-High Speed Research Network - Dynamic RTT Weights
Path Utilization Ratio (%),1.1363046386083053,,,Ultra-High Speed Research Network - Dynamic RTT Weights
Delivery Efficiency (%),0.0,0.0,,Ultra-High Speed Research Network - Dynamic RTT Weights
Buffer Length (ms),104305.0,56442.7,84.7980341124716,Ultra-High Speed Research Network - Dynamic RTT Weights
Buffer Underruns,0.0,0.0,,Ultra-High Speed Research Network - Dynamic RTT Weights
Throughput (Mbps),337.48247555555554,171.6714081875,96.58630351942837,Ultra-High Speed Research Network - Weighted Best Path
Delay (seconds),0.005867481333333333,0.0057676928125,-1.7301289107676971,Ultra-High Speed Research Network - Weighted Best Path
Loss (%),0.0,0.0,,Ultra-High Speed Research Network - Weighted Best Path
Jitter (seconds),4.3633533554598e-07,2.7559900010625e-06,84.167746059392,Ultra-High Speed Research Network - Weighted Best Path
Estimated MOS (1-5),4.976495372654978,4.9767100212062125,-0.004313061245682711,Ultra-High Speed Research Network - Weighted Best Path
Throughput Stability (stddev),405.62128911986986,211.22780934686918,-92.0302494136916,Ultra-High Speed Research Network - Weighted Best Path
Path Utilization Ratio (%),1.3888167718335618,,,Ultra-High Speed Research Network - Weighted Best Path
Delivery Efficiency (%),0.0,0.0,,Ultra-High Speed Research Network - Weighted Best Path
Buffer Length (ms),104305.0,56442.7,84.7980341124716,Ultra-High Speed Research Network - Weighted Best Path
Buffer Underruns,0.0,0.0,,Ultra-High Speed Research Network - Weighted Best Path
Throughput (Mbps),273.1734862927273,171.6714081875,59.125791054481525,Ultra-High Speed Research Network - Round Robin
Delay (seconds),0.0057507590625,0.0057676928125,0.2935966000703133,Ultra-High Speed Research Network - Round Robin
Loss (%),0.0,0.0,,Ultra-High Speed Research Network - Round Robin
Jitter (seconds),3.6695235207435625e-07,2.7559900010625e-06,86.68527999256574,Ultra-High Speed Research Network - Round Robin
Estimated MOS (1-5),4.9769677763822,4.9767100212062125,0.005179228343397762,Ultra-High Speed Research Network - Round Robin
Throughput Stability (stddev),391.32261600839706,211.22780934686918,-85.26093567811613,Ultra-High Speed Research Network - Round Robin
Path Utilization Ratio (%),1.1241707254844746,,,Ultra-High Speed Research Network - Round Robin
Delivery Efficiency (%),0.0,0.0,,Ultra-High Speed Research Network - Round Robin
Buffer Length (ms),78.2328,56442.7,-99.86139429899704,Ultra-High Speed Research Network - Round Robin
Buffer Underruns,1.0,0.0,,Ultra-High Speed Research Network - Round Robin
Throughput (Mbps),273.17348630090913,171.6714081875,59.12579105924749,Ultra-High Speed Research Network - Frame Aware
Delay (seconds),0.005750759375,0.0057676928125,0.29359118195929396,Ultra-High Speed Research Network - Frame Aware
Loss (%),0.0,0.0,,Ultra-High Speed Research Network - Frame Aware
Jitter (seconds),3.6703868019935626e-07,2.7559900010625e-06,86.68214761091826,Ultra-High Speed Research Network - Frame Aware
Estimated MOS (1-5),4.976967768265674,4.9767100212062125,0.005179065253219811,Ultra-High Speed Research Network - Frame Aware
Throughput Stability (stddev),391.32261600496497,211.22780934686918,-85.26093567649129,Ultra-High Speed Research Network - Frame Aware
Path Utilization Ratio (%),1.1241707255181446,,,Ultra-High Speed Research Network - Frame Aware
Delivery Efficiency (%),0.0,0.0,,Ultra-High Speed Research Network - Frame Aware
Buffer Length (ms),78.2328,56442.7,-99.86139429899704,Ultra-High Speed Research Network - Frame Aware
Buffer Underruns,1.0,0.0,,Ultra-High Speed Research Network - Frame Aware
Throughput (Mbps),273.1734863018182,171.6714081875,59.12579105977702,Ultra-High Speed Research Network - Buffer_Aware
Delay (seconds),0.005750759375,0.0057676928125,0.29359118195929396,Ultra-High Speed Research Network - Buffer_Aware
Loss (%),0.0,0.0,,Ultra-High Speed Research Network - Buffer_Aware
Jitter (seconds),3.6711148957435627e-07,2.7559900010625e-06,86.67950575173255,Ultra-High Speed Research Network - Buffer_Aware
Estimated MOS (1-5),4.9769677624744215,4.9767100212062125,0.005178948886126169,Ultra-High Speed Research Network - Buffer_Aware
Throughput Stability (stddev),391.3226160024311,211.22780934686918,-85.2609356752917,Ultra-High Speed Research Network - Buffer_Aware
Path Utilization Ratio (%),1.1241707255218856,,,Ultra-High Speed Research Network - Buffer_Aware
Delivery Efficiency (%),0.0,0.0,,Ultra-High Speed Research Network - Buffer_Aware
Buffer Length (ms),78.2328,56442.7,-99.86139429899704,Ultra-High Speed Research Network - Buffer_Aware
Buffer Underruns,1.0,0.0,,Ultra-High Speed Research Network - Buffer_Aware
